route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"2-ALM-F-mjp-1","T0","17067960.T0.2-ALM-F-mjp-1.4.H","2-ALM-F-mjp-1.4.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067972.T0.2-ALM-F-mjp-1.4.H","2-ALM-F-mjp-1.4.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067974.T0.2-ALM-F-mjp-1.4.H","2-ALM-F-mjp-1.4.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067978.T0.2-ALM-F-mjp-1.4.H","2-ALM-F-mjp-1.4.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067961.T0.2-ALM-F-mjp-1.5.H","2-ALM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067962.T0.2-ALM-F-mjp-1.5.H","2-ALM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067964.T0.2-ALM-F-mjp-1.6.H","2-ALM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-ALM-F-mjp-1","T0","17067984.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067990.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067994.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067997.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068001.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068006.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068012.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068015.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068021.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068027.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068031.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068037.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068043.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068049.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068055.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068061.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068067.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068073.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068079.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068085.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068091.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068097.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068107.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068113.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068119.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068125.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068130.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068135.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068141.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068147.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068153.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068159.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068165.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068171.T0.2-ALM-F-mjp-1.7.R","2-ALM-F-mjp-1.7.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067939.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067943.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067951.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067952.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067981.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067965.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067967.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067969.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067971.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067973.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067975.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067977.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067979.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067980.T0.2-ALM-F-mjp-1.8.R","2-ALM-F-mjp-1.8.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067940.T0.2-ALM-F-mjp-1.9.R","2-ALM-F-mjp-1.9.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067942.T0.2-ALM-F-mjp-1.9.R","2-ALM-F-mjp-1.9.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067945.T0.2-ALM-F-mjp-1.9.R","2-ALM-F-mjp-1.9.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067947.T0.2-ALM-F-mjp-1.9.R","2-ALM-F-mjp-1.9.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067949.T0.2-ALM-F-mjp-1.9.R","2-ALM-F-mjp-1.9.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067954.T0.2-ALM-F-mjp-1.10.R","2-ALM-F-mjp-1.10.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067956.T0.2-ALM-F-mjp-1.11.R","2-ALM-F-mjp-1.11.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067958.T0.2-ALM-F-mjp-1.12.R","2-ALM-F-mjp-1.12.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17067959.T0.2-ALM-F-mjp-1.13.R","2-ALM-F-mjp-1.13.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068380.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068382.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068384.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068386.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068388.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068390.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068392.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-ALM-F-mjp-1","T0","17068394.T0.2-ALM-F-mjp-1.14.R","2-ALM-F-mjp-1.14.R","Alamein","1"
"2-BDM-F-mjp-1","T0","17070768.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070790.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070797.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070804.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070819.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070847.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070851.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070899.T0.2-BDM-F-mjp-1.1.H","2-BDM-F-mjp-1.1.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070771.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070774.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070777.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070780.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070786.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070793.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070800.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070807.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070811.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070815.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070823.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070827.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070831.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070839.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070855.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070835.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070843.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070859.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070863.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070867.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070871.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070875.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070879.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070883.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070887.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070891.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070895.T0.2-BDM-F-mjp-1.2.H","2-BDM-F-mjp-1.2.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070783.T0.2-BDM-F-mjp-1.3.H","2-BDM-F-mjp-1.3.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070455.T0.2-BDM-F-mjp-1.4.H","2-BDM-F-mjp-1.4.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070460.T0.2-BDM-F-mjp-1.4.H","2-BDM-F-mjp-1.4.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070457.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070515.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070570.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070580.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070583.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070586.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070592.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070595.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070598.T0.2-BDM-F-mjp-1.5.H","2-BDM-F-mjp-1.5.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070463.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070466.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070469.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070472.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070475.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070478.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070484.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070487.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070492.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070499.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070505.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070527.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070533.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070541.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070548.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
"2-BDM-F-mjp-1","T0","17070555.T0.2-BDM-F-mjp-1.6.H","2-BDM-F-mjp-1.6.H","City (Flinders Street)","0"
